Player,Team,FPTS,High_FPTS,Low_FPTS,VAL,F,C,PS,Position
Nate McCrary,GB,8.7,8.5,8.5,-7.8625,-7.875,-7.875,0.0,RB
Gerrid Doaks,HOU,8.3,8.3,8.3,-7.8875,-7.8875,-7.8875,0.0,RB
Jonathan Ward,TEN,8.3,8.3,8.3,-7.8875,-7.8875,-7.8875,0.0,RB
Avery Williams,ATL,8.3,8.0,8.0,-7.8875,-7.90625,-7.90625,0.0,RB
Jaret Patterson,WAS,8.0,10.6,6.2,-7.90625,-8.01875,-7.74375,0.0,RB
Adam Prentice,NO,6.9,10.9,10.9,-7.975,-7.725,-7.725,0.0,RB
Henry Pearson,GB,6.8,10.6,10.6,-7.98125,-7.74375,-7.74375,0.0,RB
Michael Burton,DEN,6.6,8.7,7.0,-7.99375,-7.96875,-7.8625,0.0,RB
Jack Colletto,SF,5.7,9.4,9.4,-8.05,-7.81875,-7.81875,0.0,RB
Jason Huntley,IND,5.6,7.7,3.6,-8.05625,-8.18125,-7.925,0.0,RB
Khari Blasingame,CHI,5.3,7.6,5.1,-8.075,-8.0875,-7.93125,0.0,RB
Jakob Johnson,LV,5.2,9.8,9.8,-8.08125,-7.79375,-7.79375,0.0,RB
Keith Smith,ATL,5.1,7.6,4.5,-8.0875,-8.125,-7.93125,0.0,RB
Ellis Merriweather,NO,2.3,2.8,2.8,-8.2625,-8.23125,-8.23125,0.0,RB
Tyler Goodson,GB,2.2,2.7,2.7,-8.26875,-8.2375,-8.2375,0.0,RB
Dwayne Washington,DEN,1.1,1.7,1.7,-8.3375,-8.3,-8.3,0.0,RB
Clint Ratkovich,ATL,0.2,0.6,0.6,-8.39375,-8.36875,-8.36875,0.0,RB
Nick Bellore,SEA,0.0,17.8,17.8,-8.40625,-7.29375,-7.29375,0.0,RB
Darrel Williams,NO,0.0,0.0,0.0,-8.40625,-8.40625,-8.40625,0.0,RB
